lemma	tag
"aspek progresif"	noun
"aspek pungtiliar"	noun
"aspek repetitif"	noun
"aspek sesatif"	noun
"aspek simulfaktif"	noun
"aspek yuridis"	noun
"asuransi deposito"	noun
"asuransi jiwa"	noun
"asuransi kebakaran"	noun
"asuransi kecelakaan"	noun
"asuransi kesehatan"	noun
"asuransi korban perang"	noun
"asuransi kredit"	noun
"asuransi perusahaan"	noun
"asuransi ternak"	noun
"asyik masyuk"	adjective
"atak kasar"	noun
"atap joglo"	noun
"atap langsung"	noun
"atap limasan"	noun
"atap mutlak"	noun
"atap serotong"	noun
"atas sungai"	noun
"atlas dialek"	noun
"atlas klimatologi"	noun
"atok moyang"	noun
"atom bertanda"	noun
"atraksi wisata"	noun
"atresia ani"	noun
"atur muda"	noun
"atur muda tingkat satu"	noun
"atur tingkat satu"	noun
"aturan pranata"	noun
"audit balas jasa"	noun
"audit keuangan"	noun
"audit pemasaran"	noun
"aur duri"	noun
"aur kuning"	noun
"aur licin"	noun
"aurora australis"	noun
"aurora borealis"	noun
"awak darat"	noun
"awak geladak"	noun
"awak kabin"	noun
"awak kalian"	noun
"awak kapal"	noun
"awak mesin"	noun
"awak penerbangan"	noun
"awak pesawat"	noun
"awak udara"	noun
"awal larva"	noun
"awan air"	noun
"awan air terjun"	noun
"awan bakaran"	noun
"awan bakat kuning"	noun
"awan bakat merah"	noun
"awan berarak"	noun
"awan bersilap"	noun
"awan campur"	noun
"awan depresi"	noun
"awan es"	noun
"awan fohn"	noun
"awan gelombang"	noun
"awan guntur"	noun
"awan hitam"	noun
"awan induk"	noun
"awan industri"	noun
"awan inversi"	noun
"awan jejak"	noun
"awan kelabu"	noun
"awan kemawan"	noun
"awan kerawang"	noun
"awan konveksi"	noun
"awan mengandung hujan"	noun
"awan orografik"	noun
"awan panas"	noun
"awan panji"	noun
"awan pengarak hujan"	noun
"awan perak"	noun
"awan pita"	noun
"awan puncak"	noun
"awan rendah"	noun
"awan rotor"	noun
"awan tengah"	noun
"awan tinggi"	noun
"awan topan"	noun
"awan tudung"	noun
"awan vulkanis"	noun
"awat-awat sampai"	adverb
"awet muda"	adjective
"ayah angkat"	noun
"ayah bunda"	noun
"ayah kandung"	noun
"ayah mertua"	noun
"ayah permandian"	noun
"ayah pungut"	noun
"ayah pungut"	noun
"ayah tiri"	noun
"ayam aduan"	noun
"ayam alas"	noun
"ayam bakaran"	noun
"ayam belanda"	noun
"ayam beroga"	noun
"ayam biang"	noun
"ayam buras"	noun
"ayam cemani"	noun
"ayam cenangkas"	noun
"ayam dara"	noun
"ayam dwiguna"	noun
"ayam ekaguna"	noun
"ayam galur"	noun
"ayam gorengan"	noun
"ayam gulai"	noun
"ayam gulai"	noun
"ayam hutan"	noun
"ayam itik"	noun
"ayam kampung"	noun
"ayam katik"	noun
"ayam kebiri"	noun
"ayam kedu"	noun
"ayam koci"	noun
"ayam leghorn"	noun
"ayam lokal"	noun
"ayam mutiara"	noun
"ayam negeri"	noun
"ayam palean"	noun
"ayam panggang"	noun
"ayam pedaging"	noun
"ayam pelesung"	noun
"ayam pelung"	noun
"ayam peranggang"	noun
"ayam petelur"	noun
"ayam potong"	noun
"ayam potong bersih"	noun
"ayam pungguk"	noun
"ayam pupuh"	noun
"ayam ras"	noun
"ayam sabung"	noun
"ayam sayur"	noun
"ayam selasih"	noun
"ayam sulah"	noun
"ayam tambatan"	noun
"ayam tedung"	noun
"ayapan raja"	noun
"ayat kauniah"	noun
"ayat kauniah"	noun
"ayat kitabullah"	noun
"azab sengsara"	noun
"babak belur"	noun
"babak bundas"	noun
"babat lari"	verb
"babi alu"	noun
"babi baran"	noun
"babi dara"	noun
"babi dara kebiri"	noun
"babi duyung"	noun
"babi gajah"	noun
"babi giring"	noun
"babi guling"	noun
"babi hutan"	noun
"babi jadi-jadian"	noun
"babi janggur"	noun
"babi jantan kebiri"	noun
"babi jantan muda"	noun
"babi kate"	noun
"babi kawan"	noun
"babi kecap"	noun
"babi kurus"	noun
"babi lalang"	noun
"babi laut"	noun
"babi murai"	noun
"babi pejantan"	noun
"babi rantai"	noun
"babi rusa"	noun
"babi sapihan"	noun
"babi tanah"	noun
"babi tunggal"	noun
"babon angrem"	noun
"babu cuci"	noun
"babu dalam"	noun
"babu masak"	noun
"babu tetek"	noun
"bacar mulut"	adjective
"bada pisang"	verb
"badai debu"	noun
"badai es"	noun
"badai guntur"	noun
"badai guntur"	noun
"badai guntur konvektif"	noun
"badai perak"	noun
"badai salju"	noun
"badai tropis"	noun
"badak air"	noun
"badak api"	noun
"badak babi"	noun
"badak bengkak"	noun
"badak gajah"	noun
"badak jawa"	noun
"badak kerbau"	noun
"badak sumatra"	noun
"badak sumbu"	noun
"badak tampung"	noun
"badal haji"	noun
"badan adam"	noun
"badan air"	noun
"badan astral"	noun
"badan eksekutif"	noun
"badan hukum"	noun
"badan judikatif"	noun
"badan kapal"	noun
"badan Kepegawaian Nasional"	noun
"badan legislatif"	noun
"badan pekerja"	noun
"badan pembayaran dividen"	noun
"badan pembuat undang-undang"	noun
"badan Pemeriksa Keuangan"	noun
"badan penasihat"	noun
"badan perwakilan"	noun
"badan siasat"	noun
"badan tanpa saham"	noun
"badan terkocak"	noun
"badan usaha unit desa"	noun
"badar bara"	noun
"badar mersik"	noun
"badar sila"	noun
"badik jagung"	verb
"bagan alir"	noun
"bagan arus"	noun
"bagan arus administrasi"	noun
"bagan arus data"	noun
"bagan benda bebas"	noun
"bagan organisasi"	noun
"bagan pengajaran"	noun
"bagan peta"	noun
"bagan pohon"	noun
"bagasi jinjing"	noun
"bagasi tangan"	noun
"bagi anak"	other
"bagi hasil"	other
"bagian beras"	noun
"bagian laut dalam"	noun
"bagian mutlak"	noun
"bagian pembukaan"	noun
"bagian peminjaman"	noun
"bagian penerimaan"	noun
"bagian penjilidan"	noun
"bagian tambahan"	noun
"bah betina"	noun
"bah jantan"	noun
"bahan acuan"	verb
"bahan bakar"	verb
"bahan bakar fosil"	verb
"bahan bakar jet"	verb
"bahan baku"	verb
"bahan balok"	verb
"bahan bangunan"	verb
"bahan berita"	verb
"bahan bibliografi"	verb
"bahan celana"	verb
"bahan cerita"	verb
"bahan cetak"	verb
"bahan dasar"	verb
"bahan dasar"	verb
"bahan diskusi"	verb
"bahan film"	verb
"bahan jadi"	verb
"bahan kartografi"	verb
"bahan kelabu"	verb
"bahan makanan"	verb
"bahan makanan ternak"	verb
"bahan mentah"	verb
"bahan murni"	verb
"bahan organik"	verb
"bahan pakai"	verb
"bahan pakaian"	verb
"bahan pandang dengar"	verb
"bahan pegangan"	verb
"bahan pelajaran"	verb
"bahan peledak"	verb
"bahan peledak"	verb
"bahan peledak kuat"	verb
"bahan peledak lemah"	verb
"bahan peledak terizinkan"	verb
"bahan pelumas"	verb
"bahan pembicaraan"	verb
"bahan pemeriksaan"	verb
"bahan pemikiran"	verb
"bahan pengajaran"	verb
"bahan pengawet"	verb
"bahan pengering"	verb
"bahan periklanan"	verb
"bahan pertimbangan"	verb
"bahan rujukan"	verb
"bahan serap"	verb
"bahan taklangsung"	verb
"bahan tanam"	verb
"bahan tanpa lemak"	verb
"bahan tersuspensi"	verb
"bahan vulkanisasi"	verb
"bahang jenis"	noun
"bahang Joule"	noun
"bahang laten"	noun
"bahasa aglutinatif"	noun
"bahasa akusatif"	noun
"bahasa alamiah"	noun
"bahasa alamiah"	noun
"bahasa analitis"	noun
"bahasa asing"	noun
"bahasa bagongan"	noun
"bahasa baku"	noun
"bahasa berfleksi"	noun
"bahasa bermajas"	noun
"bahasa buatan"	noun
"bahasa buatan"	noun
"bahasa buatan"	noun
"bahasa buku"	noun
"bahasa daerah"	noun
"bahasa dagang"	noun
"bahasa dalam"	noun
"bahasa flektif"	noun
"bahasa gunung"	noun
"bahasa hantu"	noun
"bahasa hidup"	noun
"bahasa ibu"	noun
"bahasa induk"	noun
"bahasa inflektif"	noun
"bahasa inkorporatif"	noun
"bahasa isolatif"	noun
"bahasa isyarat"	noun
"bahasa isyarat"	noun
"bahasa Jawi"	noun
"bahasa jurnalistik"	noun
"bahasa kacukan"	noun
"bahasa kalangan"	noun
"bahasa kanak-kanak"	noun
"bahasa kasar"	noun
"bahasa kawat"	noun
"bahasa kedua"	noun
"bahasa kentum"	noun
"bahasa kerabat"	noun
"bahasa kesat"	noun
"bahasa kiasan"	noun
"bahasa klasik"	noun
"bahasa klasik"	noun
"bahasa komputer"	noun
"bahasa konsonantis"	noun
"bahasa kuno"	noun
"bahasa laut"	noun
"bahasa lisan"	noun
"bahasa madya"	noun
"bahasa mati"	noun
"bahasa mesin"	noun
"bahasa modern"	noun
"bahasa moyang"	noun
"bahasa nasional"	noun
"bahasa negara"	noun
"bahasa pasar"	noun
"bahasa pasar"	noun
"bahasa pengantar"	noun
"bahasa perantara"	noun
"bahasa percakapan"	noun
"bahasa peringkat tinggi"	noun
"bahasa pers"	noun
"bahasa persatuan"	noun
"bahasa program"	noun
"bahasa prokem"	noun
"bahasa purba"	noun
"bahasa rakitan"	noun
"bahasa remaja"	noun
"bahasa resmi"	noun
"bahasa resmi"	noun
"bahasa roh"	noun
"bahasa santai"	noun
"bahasa sasaran"	noun
"bahasa sasaran"	noun
"bahasa satem"	noun
"bahasa sehari-hari"	noun
"bahasa semu"	noun
"bahasa sintetis"	noun
"bahasa slang"	noun
"bahasa sopan santun"	noun
"bahasa standar"	noun
"bahasa standar"	noun
"bahasa sulung"	noun
"bahasa sumber"	noun
"bahasa sumber"	noun
"bahasa sumber"	noun
"bahasa tarzan"	noun
"bahasa tulis"	noun
"bahasa tutur"	noun
"bahasa umum"	noun
"bahasa vokalis"	noun
"bahaya api"	noun
"bahaya kebakaran"	noun
"bahaya kelaparan"	noun
"bahaya laten"	noun
"bahaya maut"	noun
"bahtera hidup"	noun
"bahu baju"	noun
"bahu guna"	verb
"bahu pada"	verb
"baiduri betul"	noun
"baiduri bulan"	noun
"baiduri pandan"	noun
"baiduri sepah"	noun
"baiduri yaman"	noun
"baik hati"	adjective
"baja beton"	noun
"baja kandang"	verb
"bajak laut"	noun
"bajak singkat"	noun
"baji kuku"	noun
"bajing loncat"	noun
"baju (belah) benian"	noun
"baju (kemeja) buntung"	noun
"baju alang"	noun
"baju anggerka"	noun
"baju antakusuma"	noun
"baju antari"	noun
"baju antari"	noun
"baju ayat"	noun
"baju bajang"	noun
"baju barong"	noun
"baju basterop"	noun
"baju bebe"	noun
"baju belah"	noun
"baju belah bakung"	noun
"baju belah dada"	noun
"baju bersayap"	noun
"baju besi"	noun
"baju bintan"	noun
"baju biru"	noun
"baju bodo"	noun
"baju buntung"	noun
"baju cina"	noun
"baju dalam"	noun
"baju halkah"	noun
"baju hijau"	noun
"baju hujan"	noun
"baju jas"	noun
"baju jawa"	noun
"baju jubah"	noun
"baju kampret"	noun
"baju kantung"	noun
"baju katak"	noun
"baju kaus"	noun
"baju kebaya"	noun
"baju kelepak"	noun
"baju kemeja"	noun
"baju kepok"	noun
"baju kodok"	noun
"baju koko"	noun
"baju kotong"	noun
"baju kuntum"	noun
"baju kurung"	noun
"baju kutang"	noun
"baju lantari"	noun
"baju malam"	noun
"baju mandi"	noun
"baju mantel"	noun
"baju maskat"	noun
"baju monyet"	noun
"baju muslim"	noun
"baju panas"	noun
"baju pelias"	noun
"baju pendapun"	noun
"baju pesak sebelah"	noun
"baju pokok"	noun
"baju polos"	noun
"baju rantai"	noun
"baju renang"	noun
"baju rompi"	noun
"baju safari"	noun
"baju sederiah"	noun
"baju selam"	noun
"baju seroja"	noun
"baju sika"	noun
"baju sikap"	noun
"baju songsong barat"	noun
"baju surjan"	noun
"baju takwa"	noun
"baju tapong"	noun
"baju teluk belanga"	noun
"baju teratai"	noun
"baju tidur"	noun
"baju toro"	noun
"baju zirah"	noun
"bajul buntung"	noun
"bak makanan"	other
"bak mandi"	other
"bak pengering"	other
"bakal biji"	noun
"bakal buah"	noun
"bakal calon"	noun
"bakat alam"	noun
"bakat ombak"	noun
"bakat penyakit"	noun
"bakat terpendam"	noun
"bakda gajah"	other
"bakda pisang"	other
"bakda seluang"	other
"baki bolon"	noun
"baki telur"	noun
"bakteri anaerobik"	noun
"bakteri denitrifikasi"	noun
"bakteri nonsimbiotik"	noun
"bakteri parasit"	noun
"bakteri pembusuk"	noun
"bakteri penghasil nitrit"	noun
"bakteri pengikat nitrogen"	noun
"bakteri pengurai"	noun
"bakteri tempel"	noun
"baku emas"	noun
"baku hantam"	noun
"baku kebat"	noun
"baku peluk"	noun
"baku piara"	noun
"baku pukul"	noun
"baku rebut"	noun
"baku tembak"	noun
"baku tubruk"	noun
"baku tuduh"	noun
"bakul bermain"	noun
"bala bantuan"	noun
"bala bencana"	verb
"bala keselamatan"	noun
"bala seribu"	noun
"bala tentara"	noun
"balai agung"	noun
"balai agung"	noun
"balai agung"	noun
"balai angin"	noun
"balai apit"	noun
"balai astaka"	noun
"balai bahasa"	noun
"balai banjar"	noun
"balai bayu"	noun
"balai bendul"	noun
"balai besar"	noun
"balai dagang"	noun
"balai derma"	noun
"balai derma"	noun
"balai desa"	noun
"balai diskonto"	noun
"balai etek"	noun
"balai gading"	noun
"balai gendang"	noun
"balai Harta Peninggalan"	noun
"balai kambang"	noun
"balai kembang"	noun
"balai kesehatan"	noun
"balai kota"	noun
"balai larangan"	noun
"balai latihan kerja"	noun
"balai latihan kerja bangunan"	noun
"balai latihan kerja industri"	noun
"balai latihan kerja otomotif"	noun
"balai latihan kerja pedesaan"	noun
"balai latihan kerja pertanian"	noun
"balai latihan kerja tata niaga"	noun
"balai latihan kerja teknik"	noun
"balai latihan kerja teknologi mekanik"	noun
"balai lelang"	noun
"balai madat"	noun
"balai mentera"	noun
"balai obligasi"	noun
"balai pancapersada"	noun
"balai patok"	noun
"balai penghadapan"	noun
"balai pengobatan"	noun
"balai peranginan"	noun
"balai perguruan tinggi"	noun
"balai pertemuan"	noun
"balai petemu"	noun
"balai prajurit"	noun
"balai rakyat"	noun
"balai rendah"	noun
"balai sari"	noun
"balai sidang"	noun
"balai tengah"	noun
"balai tengah"	noun
"balai tinggi"	noun
"balai wartawan"	noun
"balam beringin"	verb
"balam merah"	verb
"balas jasa"	verb
"balas jasa"	verb
"balas pati"	verb
"balau betul"	noun
"balau bukit"	noun
"balik adab"	noun
"balik belah"	noun
"balik gagang"	noun
"balik jurai"	noun
"balik juru"	noun
"balik kanan"	noun
"balik kerak"	noun
"balik kiri"	noun
"balik mata"	noun
"balik mazhab"	noun
"balik nama"	noun
"balok not"	noun
"balok tuangan"	noun
"balon lampu"	noun
"balon percobaan"	noun
"balon terbang"	noun
"balut-balut bahasa"	adjective
"bambang kabayan"	noun
"bambu ater"	noun
"bambu batu"	noun
"bambu betung"	noun
"bambu bungkok"	noun
"bambu cangkoreh"	noun
"bambu cina"	noun
"bambu duri"	noun
"bambu duri ori"	noun
"bambu embong"	noun
"bambu gila"	noun
"bambu gombong"	noun
"bambu hitam"	noun
"bambu jalur"	noun
"bambu jepang"	noun
"bambu kuning"	noun
"bambu lengka"	noun
"bambu lengka tali"	noun
"bambu pagar"	noun
"bambu perling"	noun
"bambu runcing"	noun
"bambu sembilang"	noun
"bambu talang"	noun
"bambu tali"	noun
"bambu tamiang"	noun
"bambu toi"	noun
"bambu tutul"	noun
"bambu uncue"	noun
"ban angin"	noun
"ban angkut"	noun
"ban berjalan"	noun
"ban berjalan"	noun
"ban buta"	noun
"ban cadangan"	noun
"ban dalam"	noun
"ban gundul"	noun
"ban hidup"	noun
"ban luar"	noun
"ban mati"	noun
"ban pejal"	noun
"ban pompa"	noun
"ban serap"	noun
"banar babi"	noun
"bandar air"	noun
"bandar buntut"	noun
"bandar sampah"	noun
"bandar udara"	noun
"bandara internasional"	noun
"bandara luar negeri"	noun
"bandut meriam"	noun
"bangas merah"	noun
"bangas putih"	noun
"bangkit hatinya"	verb
"bangku kaki"	noun
"bangsa Barat"	noun
"bangsa murni"	noun
"bangsa taneh"	noun
"bangsal ternak"	noun
"bangsawan dalam"	noun
"bangsawan sosial"	noun
"bangunan liar"	noun
"bangunan megalitik"	noun
"bangunan permanen"	noun
"bangunan semipermanen"	noun
"banjar huma"	noun
"banjar tangki"	noun
"banjir bandang"	verb
"banjir bulanan"	verb
"banjir darah"	verb
"banjir maksimum"	verb
"banjir tahunan"	verb
"banjir tahunan minimum"	verb
"bank dalam bank"	noun
"bank data"	noun
"bank desa"	noun
"bank devisa"	noun
"bank garansi"	noun
"bank mata"	noun
"bank pasar"	noun
"bank pembangunan"	noun
"bank penerbit"	noun
"bank penerbit"	noun
"bank plecit"	noun
"bank sentral"	noun
"bank soal"	noun
"bank sperma"	noun
"bank syariah"	noun
"bank tabungan"	noun
"bank umum"	noun
"bantal golek"	noun
"bantal guling"	noun
"bantal peluk"	noun
"bantal seraga"	noun
"bantal suari"	noun
"bantal udara"	noun
"bantalan elektronis"	noun
"bantuan ekonomi"	noun
"bantuan humaniter"	noun
"bantuan luar negeri"	noun
"bantuan lunak"	noun
"bantuan militer"	noun
"bantuan modal"	noun
"bantuan pangan"	noun
"bantuan pengetahuan"	noun
"bantuan personal"	noun
"bantuan proyek"	noun
"bantuan teknik"	noun
"bantuan teknis"	noun
"banyak -"	adverb
"banyak -"	adverb
"banyak -"	adverb
"banyak kali"	adjective
"banyak mulut"	adjective
"banyak sedikitnya"	adjective
"banyak sedikitnya"	adjective
"bapa Suci"	noun
"bapak ayam"	noun
"bapak badari"	noun
"bapak bangsa"	noun
"bapak besar"	noun
"bapak besar"	noun
"bapak bungsu"	noun
"bapak kecil"	noun
"bapak muda"	noun
"bapak pendiri"	noun
"bapak pendiri"	noun
"bapak tiri"	noun
"bapak tua"	noun
"baptis air"	noun
"baptis rindu"	noun
"bara api"	noun
"barah batu"	noun
"barah bir"	noun
"barang antik"	noun
"barang apa"	noun
"barang asal"	noun
"barang awet"	noun
"barang bahan"	noun
"barang baku"	noun
"barang bawaan"	noun
"barang bebas"	noun
"barang benda"	noun
"barang berharga"	noun
"barang berkat"	noun
"barang besi"	noun
"barang bila"	noun
"barang bila"	noun
"barang bukti"	noun
"barang cetakan"	noun
"barang dagangan"	noun
"barang gawan"	noun
"barang gelap"	noun
"barang industri"	noun
"barang jadi"	noun
"barang jadi"	noun
"barang kala"	noun
"barang kalakeran"	noun
"barang kena pajak"	noun
"barang komisi"	noun
"barang konsumen"	noun
"barang kuno"	noun
"barang larangan"	noun
"barang logam"	noun
"barang luks"	noun
"barang makanan"	noun
"barang mewah"	noun
"barang modal"	noun
"barang netral"	noun
"barang normal"	noun
"barang obral"	noun
"barang pecah-belah"	noun
"barang pecahan"	noun
"barang pribadi"	noun
"barang pribadi"	noun
"barang primer"	noun
"barang pusaka"	noun
"barang raja"	noun
"barang sedia"	noun
"barang sekunder"	noun
"barang seni"	noun
"barang sesuatu"	noun
"barang siapa"	noun
"barang sitaan"	noun
"barang sudah"	noun
"barang sulur"	noun
"barang tahan lama"	noun
"barang tentu"	noun
"barang tetap"	noun
"barang tua"	noun
"barang tunanilai"	noun
"barang usaha"	noun
"barang ying ching"	noun
"barat daya"	noun
"barat laut"	noun
"baris baru"	noun
"baris kolom"	noun
"baris tanggal"	noun
"baris tanggal"	noun
"barisan belakang"	noun
"barisan depan"	noun
"barisan kehormatan"	noun
"barisan pemadam kebakaran"	noun
"barisan teras"	noun
"barometer air raksa"	noun
"barometer aneroid"	noun
"barometer aneroid"	noun
"barometer bahari"	noun
"barometer baku"	noun
"barter beli kembali"	noun
"baru gunung,"	noun
"baru laut"	noun
"baru-baru ini"	adverb
"barut gantung"	noun
"barut kereta"	noun
"barut panjang"	noun
"basah kerongkongan"	adjective
"basah kuyup"	adjective
"basah lencun"	adjective
"basuh lantai"	verb
"bata api"	noun
"bata emas"	noun
"bata garam"	noun
"bata mentah"	noun
"batai laut"	noun
"batang air"	noun
"batang bor"	noun
"batang dayung"	noun
"batang hari"	noun
"batang hari"	noun
"batang hidung"	noun
"batang hidung"	noun
"batang kabu-kabu"	noun
"batang kaki"	noun
"batang kalam"	noun
"batang kayu"	noun
"batang layar"	noun
"batang leher"	noun
"batang muat"	noun
"batang panah"	noun
"batang rambut"	noun
"batang tubuh"	noun
"batang tubuh"	noun
"batang tubuh"	noun
"batas apkir"	noun
"batas cair"	noun
"batas elastik"	noun
"batas lenting"	noun
"batas pemandangan"	noun
"batas penanggalan"	noun
"batasan ulang"	noun
"batik cap"	noun
"batik Pekalongan"	noun
"batik Sala"	noun
"batik tulis"	noun
"batik Yogya"	noun
"batil belanja"	noun
"batil bertudung"	noun
"batil bertutup"	noun
"batin khafi"	noun
"batok kepala"	noun
"batu air"	noun
"batu ajuk"	noun
"batu akik"	noun
"batu alam"	noun
"batu ambar"	noun
"batu amril"	noun
"batu anggur"	noun
"batu anting"	noun
"batu anting"	noun
"batu api"	noun
"batu api"	noun
"batu api"	noun
"batu apung"	noun
"batu arang"	noun
"batu asahan"	noun
"batu badar"	noun
"batu bara muda"	noun
"batu bara putih"	noun
"batu bara tua"	noun
"batu baur"	noun
"batu belah"	noun
"batu belanda"	noun
"batu berani"	noun
"batu bersurat"	noun
"batu bertulis"	noun
"batu besi"	noun
"batu bintang"	noun
"batu bintang"	noun
"batu canai"	noun
"batu cermin"	noun
"batu dacin"	noun
"batu damar"	noun
"batu delima"	noun
"batu duga"	noun
"batu empedu"	noun
"batu endapan"	noun
"batu gamping"	noun
"batu gantung"	noun
"batu gelas"	noun
"batu geliga"	noun
"batu gelondongan"	noun
"batu geretan"	noun
"batu giling"	noun
"batu ginjal"	noun
"batu giok"	noun
"batu gips"	noun
"batu hampar"	noun
"batu hidup"	noun
"batu jala"	noun
"batu kail"	noun
"batu kali"	noun
"batu kapur"	noun
"batu karang"	noun
"batu kawi"	noun
"batu kawin"	noun
"batu kecubung"	noun
"batu kenong"	noun
"batu kepala"	noun
"batu kilir"	noun
"batu kisaran"	noun
"batu kolar"	noun
"batu koral"	noun
"batu kubur"	noun
"batu kulansing"	noun
"batu lada"	noun
"batu ladung"	noun
"batu lahar"	noun
"batu lengan"	noun
"batu loncatan"	noun
"batu loncatan"	noun
"batu loncatan"	noun
"batu marmer"	noun
"batu merah"	noun
"batu nisan"	noun
"batu padas"	noun
"batu pelinggam"	noun
"batu penarung"	noun
"batu pengalang"	noun
"batu perum"	noun
"batu petir"	noun
"batu pirus"	noun
"batu pualam"	noun
"batu sabak"	noun
"batu sandungan"	noun
"batu sauh"	noun
"batu semberani"	noun
"batu sempadan"	noun
"batu sendi"	noun
"batu sendi"	noun
"batu serawak"	noun
"batu serpih"	noun
"batu susu"	noun
"batu tahu"	noun
"batu tapakan"	noun
"batu tapakan"	noun
"batu telerang"	noun
"batu telinga"	noun
"batu tetes"	noun
"batu timbang"	noun
"batu timbul"	noun
"batu topas"	noun
"batu tulis"	noun
"batu tulis"	noun
"batu tulis"	noun
"batu tungku"	noun
"batu ubin"	noun
"batu uji"	noun
"batu uji"	noun
"batu umpak"	noun
"batu unam"	noun
"batu urat"	noun
"batuan asam"	noun
"batuan basa"	noun
"batuan beku"	noun
"batuan ekstrusif"	noun
"batuan endapan"	noun
"batuan gunung berapi"	noun
"batuan induk"	noun
"batuan kedap"	noun
"batuan lapis"	noun
"batuan lapuk"	noun
"batuan leleran"	noun
"batuan majir"	noun
"batuan malihan"	noun
"batuan metamorf"	noun
"batuan organik"	noun
"batuan paras"	noun
"batuan sediaan"	noun
